Deal Registration: Deal Registration Name,Deal Registration: Created Date,Opportunity Owner,Inside Sales Rep,Sales Territory,Account Name,Billing Country,Partner Account,Opportunity Type,Stage,Amount (converted),Close Date
DR-1021,14/09/2024,Aoife Brennan,Dan Eriksen,UKI & Nordics,Account 221 Ltd,Ireland,Arrow ECS,Existing Business - Add-On,Expired,"$146,000",2025-01-23
DR-2311,2026-04-09,Elena Castells,Paulo Neves,Iberia,Account 311 SpA,Spain,Softcat,New Logo,0 - Closed Lost,20000,2026-05-22
DR-2322,2026-04-23,Marco Ferrari,,EMEA - Southern Europe,Account 322 AB,Italy,Computacenter,Renewal,5 - Proposal,139000,2026-08-20
DR-2166,2026-02-19,Lukas Brandt,Lena Wirth,EMEA - DACH - Enterprise,Account 166 SAS,Germany,Bechtle AG,Existing Business - Add-On,Rejected - Duplicate,59000,2026-05-09
DR-2570,2026-07-08,Katharina Vogel,Tobias Frank,dach pod,Account 170 Group,Germany,Computacenter,Add-On,3 - Discovery,"EUR 13,000.00",2027-01-08
DR-1924,2025-10-14,Lukas Brandt,Tobias Frank,dach pod,Account 324 AB,Switzerland,Arrow ECS,Upsell,Rejected - Duplicate,"EUR 92,000.00",2026-01-31
DR-1720,02 Jul 2025,Niamh O'Connor,,UKI/Nordics,Account 120 SAS,Ireland,Arrow ECS,New Business,2 - Approved,174000,2025-12-04
DR-1452,2025-03-13,Jonas Richter,Lena Wirth,dach pod,Account 252 Holdings,Germany,Northbridge Data,Upsell,0 - Closed Lost,77000,2025-09-12
DR-2108,2026-01-05,Lukas Brandt,Tobias Frank,DACH,Account 108 GmbH,Austria,Ingram Micro,New Logo,2 - Approved,"$184,000",2026-07-01
DR-2425,27 May 2026,Lukas Brandt,Tobias Frank,dach pod,Account 025 Holdings,Austria,TD Synnex,New Logo,3 - Discovery,166000,2026-10-27
DR-2679,,Marco Ferrari,,Southern Europe,No Date Account,Italy,Arrow ECS,New Business,1 - Submitted,50000,
DR-1406,2025-03-19,Niamh O'Connor,,UKI & Nordics,Account 206 Group,Finland,Cancom,Migration,7 - Closed Won,,2025-05-27
DR-1247,2024-12-23,Katharina Vogel,Lena Wirth,DACH,Account 047 AB,Germany,TD Synnex,New Business,0 - Closed Lost,"$239,000",2025-04-22
DR-2185,2026-02-28,Nadia Keller,,,Account 185 Holdings,Switzerland,Computacenter,Add-On,1 - Submitted,"$72,000",2026-08-11
DR-2565,2026-07-07,Lukas Brandt,Tobias Frank,DACH,Account 165 Ltd,Switzerland,SHI EMEA,Existing Business - Add-On,1 - Submitted,103000,2026-12-01
DR-1639,2025-06-04,Aoife Brennan,,UKI/Nordics,Account 039 GmbH,Ireland,Northbridge Data,Renewal,0 - Closed Lost,45000,2025-08-05
DR-2186,2026-02-06,Katharina Vogel,Lena Wirth,DACH,Account 186 Holdings,Germany,Softcat,Add-On,1 - Submitted,"$191,000",2026-06-22
DR-2174,2026-02-12,Katharina Vogel,Tobias Frank,EMEA - DACH - Enterprise,Account 174 AB,Germany,Softcat,New Logo,5 - Proposal,"EUR 153,000.00",2026-07-04
DR-1958,28/11/2025,Aoife Brennan,Dan Eriksen,EMEA - UKI & Nordics - Commercial,Account 358 Ltd,Sweden,Northbridge Data,Migration,0 - Closed Lost,77000,2026-05-28
DR-1887,2025-10-12,Sigrid Halvorsen,Mollie Shaw,Nordics,Account 287 Holdings,Sweden,Northbridge Data,New Business,Expired,"$128,000",2026-03-26
DR-1254,2024-12-07,Lukas Brandt,,EMEA - DACH - Enterprise,Account 054 SAS,Austria,SHI EMEA,Renewal,Rejected - Duplicate,"EUR 41,000.00",2025-03-31
DR-1208,2024-11-28,Nadia Keller,Lena Wirth,DACH,Account 008 Group,Austria,TD Synnex,New Business,Rejected - Duplicate,"EUR 135,000.00",2025-06-08
DR-2543,2026-07-02,Sofia Almeida,Paulo Neves,EMEA - Southern Europe,Account 143 GmbH,Israel,Northbridge Data,Renewal,4 - Technical Validation,"$133,000",2026-11-11
DR-2442,04/06/2026,Sigrid Halvorsen,Mollie Shaw,EMEA - UKI & Nordics - Commercial,Account 042 Ltd,Denmark,TD Synnex,Existing Business - Add-On,3 - Discovery,"$100,000",2026-12-02
DR-2377,17 May 2026,Erik Lindqvist,Mollie Shaw,UKI/Nordics,Account 377 Holdings,United Kingdom,Computacenter,New Logo,0 - Closed Lost,"EUR 163,000.00",2026-11-30
DR-2289,2026-04-21,Tom Whitfield,Mollie Shaw,Nordics,Account 289 Holdings,United Kingdom,Cancom,New Logo,1 - Submitted,15000,2026-09-15
DR-1668,2025-06-06,Sofia Almeida,,EMEA - Southern Europe,Account 068 Group,Spain,Cancom,New Business,7 - Closed Won,"EUR 91,000.00",2025-10-30
DR-1579,2025-05-10,Niamh O'Connor,,UKI/Nordics,Account 379 GmbH,Norway,SHI EMEA,Upsell,0 - Closed Lost,166000,2025-09-04
DR-2528,2026-07-09,Callum Reid,,UKI/Nordics,Account 128 Group,Norway,Northbridge Data,New Logo,3 - Discovery,"$155,000",2026-11-18
DR-2027,25 Dec 2025,Callum Reid,,EMEA - UKI & Nordics - Commercial,Account 027 SAS,Ireland,Ingram Micro,Upsell,0 - Closed Lost,220000,2026-03-26
DR-2410,19 May 2026,Lukas Brandt,,DACH,Account 010 SAS,Austria,Northbridge Data,New Logo,7 - Closed Won,"$179,000",2026-09-03
DR-1336,07 Feb 2025,Sigrid Halvorsen,Mollie Shaw,EMEA - UKI & Nordics - Commercial,Account 136 AB,Denmark,Northbridge Data,New Business,Rejected - Duplicate,85000,2025-07-20
DR-1590,2025-05-18,Julien Marchand,Paulo Neves,Southern Europe,Account 390 SAS,Greece,Softcat,Existing Business - Add-On,7 - Closed Won,"EUR 158,000.00",2025-09-08
DR-1609,2025-05-17,Nadia Keller,Tobias Frank,dach pod,Account 009 Holdings,Switzerland,Cancom,New Business,0 - Closed Lost,148000,2025-06-26
DR-2258,2026-03-19,Lukas Brandt,Lena Wirth,DACH,Account 258 SAS,Switzerland,Bechtle AG,Renewal,7 - Closed Won,"$175,000",2026-05-29
DR-2151,2026-02-06,Sofia Almeida,Chiara Bruno,EMEA - Other,Account 151 AB,France,Bechtle AG,New Logo,7 - Closed Won,"$109,000",2026-06-22
DR-2429,23 May 2026,Lukas Brandt,Lena Wirth,DACH,Account 029 Holdings,Switzerland,Econocom,New Logo,2 - Approved,"$47,000",2026-09-09
DR-2118,2026-02-04,Aoife Brennan,,,Account 118 Group,Ireland,Northbridge Data,Add-On,5 - Proposal,"$130,000",2026-04-28
DR-2251,2026-03-24,Yannis Papadakis,,SEMEA,Account 251 Ltd,Spain,SHI EMEA,New Logo,6 - Negotiation,,2026-06-04
DR-1557,2025-05-06,Tom Whitfield,,UKI/Nordics,Account 357 SAS,Finland,Northbridge Data,New Business,0 - Closed Lost,67000,2025-10-28
DR-1533,21/04/2025,Lukas Brandt,Lena Wirth,DACH,Account 333 SAS,Germany,Bechtle AG,New Business,7 - Closed Won,"EUR 228,000.00",2025-10-24
DR-2603,2026-08-09,Lukas Brandt,,EMEA - DACH - Enterprise,Account 203 Group,Switzerland,Softcat,New Logo,3 - Discovery,"EUR 226,000.00",2027-02-06
DR-1389,14 Feb 2025,Katharina Vogel,Lena Wirth,dach pod,Account 189 Ltd,Germany,Cancom,Existing Business - Renewal,7 - Closed Won,,2025-08-24
DR-1666,2025-06-01,Julien Marchand,Paulo Neves,EMEA - Southern Europe,Account 066 Ltd,Spain,Arrow ECS,New Business,7 - Closed Won,22000,2025-07-08
DR-1392,14 Feb 2025,Lukas Brandt,,DACH,Account 192 Holdings,Austria,Softcat,New Business,Rejected - Duplicate,"EUR 233,000.00",2025-06-28
DR-2305,2026-04-16,Aoife Brennan,Priya Raman,UKI & Nordics,Account 305 SAS,Norway,Softcat,New Logo,5 - Proposal,39000,2026-10-18
DR-1729,20 Jul 2025,Sofia Almeida,Paulo Neves,EMEA - Southern Europe,Account 129 SAS,Portugal,Northbridge Data,Renewal,Rejected - Duplicate,"$191,000",2025-10-28
DR-1120,2024-10-03,Elena Castells,,Iberia,Account 320 SpA,Portugal,Econocom,Renewal,0 - Closed Lost,75000,2025-04-09
DR-1038,01/09/2024,Julien Marchand,,,Account 238 Ltd,France,Bechtle AG,New Business,7 - Closed Won,,2025-03-14
DR-1540,15/04/2025,Katharina Vogel,Lena Wirth,dach pod,Account 340 Holdings,Austria,Cancom,New Business,0 - Closed Lost,"$107,000",2025-10-04
DR-1102,2024-10-13,Sigrid Halvorsen,,EMEA - UKI & Nordics - Commercial,Account 302 Holdings,Denmark,Arrow ECS,New Business,0 - Closed Lost,"$149,000",2024-11-17
DR-2007,07 Dec 2025,Erik Lindqvist,,UKI & Nordics,Account 007 AB,Norway,Computacenter,Existing Business - Add-On,0 - Closed Lost,197000,2026-03-02
DR-1808,2025-09-14,Sigrid Halvorsen,Mollie Shaw,UKI & Nordics,Account 208 SpA,Ireland,Softcat,Renewal,0 - Closed Lost,"EUR 106,000.00",2026-02-02
DR-2325,2026-04-18,Marco Ferrari,Paulo Neves,SEMEA,Account 325 Group,France,Ingram Micro,Existing Business - Add-On,3 - Discovery,"$37,000",2026-05-15
DR-1140,2024-10-13,Stefan Huber,Tobias Frank,dach pod,Account 340 Holdings,Germany,Econocom,Add-On,Expired,"EUR 27,000.00",2025-02-24
DR-1472,2025-03-06,Lukas Brandt,Lena Wirth,dach pod,Account 272 Holdings,Germany,SHI EMEA,New Business,7 - Closed Won,"$221,000",2025-08-17
DR-2277,2026-03-17,Katharina Vogel,Tobias Frank,DACH,Account 277 Holdings,Austria,Econocom,New Logo,7 - Closed Won,"$67,000",2026-07-25
DR-2097,2026-01-23,Stefan Huber,Lena Wirth,DACH,Account 097 Ltd,Germany,Northbridge Data,Renewal,4 - Technical Validation,191000,2026-05-21
DR-1297,2025-01-26,Elena Castells,,SEMEA,Account 097 Holdings,Greece,Computacenter,New Business,0 - Closed Lost,"EUR 116,000.00",2025-04-03
DR-1587,2025-05-09,Elena Castells,Paulo Neves,SEMEA,Account 387 SAS,Israel,TD Synnex,Add-On,0 - Closed Lost,231000,2025-06-25
DR-1559,2025-05-05,Tom Whitfield,Dan Eriksen,Nordics,Account 359 AB,Ireland,SHI EMEA,New Business,7 - Closed Won,"EUR 157,000.00",2025-06-06
DR-1299,2025-01-16,Elena Castells,,EMEA - Southern Europe,Account 099 Group,Portugal,Softcat,Renewal,5 - Proposal,"$138,000",2025-02-12
DR-1322,2025-01-06,Nadia Keller,Tobias Frank,DACH,Account 122 Group,Austria,Northbridge Data,New Business,Rejected - Duplicate,"EUR 12,000.00",2025-06-08
DR-2423,14 May 2026,Lukas Brandt,Tobias Frank,DACH,Account 023 GmbH,Austria,Ingram Micro,Existing Business - Renewal,6 - Negotiation,"EUR 166,000.00",2026-08-17
DR-2638,2025-03-15,Deal Reg Queue,,Southern Europe,Queued Account 024,Germany,SHI EMEA,New Business,1 - Submitted,,
DR-1899,2025-10-04,Tom Whitfield,Mollie Shaw,Nordics,Account 299 GmbH,United Kingdom,SHI EMEA,Migration,0 - Closed Lost,"EUR 147,000.00",2025-12-07
DR-2613,2026-08-12,Katharina Vogel,Tobias Frank,DACH,Account 213 Ltd,Austria,Bechtle AG,Competitive Migration,5 - Proposal,"$32,000",2026-10-09
DR-2462,23/06/2026,Sigrid Halvorsen,,UKI/Nordics,Account 062 GmbH,Sweden,Softcat,Add-On,0 - Closed Lost,144000,2026-08-27
DR-2492,28/06/2026,Julien Marchand,,EMEA - Southern Europe,Account 092 SpA,France,Ingram Micro,New Logo,7 - Closed Won,"EUR 79,000.00",2026-09-14
DR-2253,2026-03-19,Yannis Papadakis,Chiara Bruno,Southern Europe,Account 253 SAS,Portugal,Cancom,New Logo,7 - Closed Won,"EUR 91,000.00",2026-06-20
DR-1397,2025-03-15,Niamh O'Connor,,EMEA - UKI & Nordics - Commercial,Account 197 GmbH,United Kingdom,Northbridge Data,New Business,0 - Closed Lost,45000,2025-05-14
DR-1433,2025-03-19,Elena Castells,Paulo Neves,Iberia,Account 233 SAS,Israel,SHI EMEA,New Business,7 - Closed Won,"EUR 146,000.00",2025-09-27
DR-1747,2025-08-07,Sigrid Halvorsen,,UKI & Nordics,Account 147 AB,Norway,Arrow ECS,New Business,7 - Closed Won,"EUR 105,000.00",2026-01-30
DR-1736,15 Jul 2025,Sofia Almeida,Paulo Neves,Southern Europe,Account 136 SAS,Portugal,SHI EMEA,New Business,7 - Closed Won,,2025-08-31
DR-2477,28/06/2026,Tom Whitfield,,Nordics,Account 077 AB,Sweden,Bechtle AG,New Logo,1 - Submitted,114000,2026-09-21
DR-1806,2025-09-16,Callum Reid,Dan Eriksen,EMEA - UKI & Nordics - Commercial,Account 206 GmbH,Norway,Cancom,Add-On,0 - Closed Lost,"$180,000",2026-02-22
DR-1599,2025-05-18,Yannis Papadakis,Chiara Bruno,Southern Europe,Account 399 SAS,France,Cancom,New Business,Rejected - Duplicate,"$237,000",2025-10-18
DR-1353,14 Feb 2025,Aoife Brennan,Mollie Shaw,EMEA - UKI & Nordics - Commercial,Account 153 Group,United Kingdom,Ingram Micro,Existing Business - Add-On,7 - Closed Won,"$11,000",2025-08-18
DR-1757,2025-08-22,Aoife Brennan,,UKI & Nordics,Account 157 GmbH,Denmark,Arrow ECS,New Business,4 - Technical Validation,"EUR 51,000.00",2025-12-02
DR-1135,2024-10-11,Stefan Huber,,dach pod,Account 335 Holdings,Austria,Ingram Micro,Existing Business - Add-On,7 - Closed Won,90000,2025-03-31
DR-2354,2026-04-18,Lukas Brandt,Tobias Frank,dach pod,Account 354 SAS,Germany,SHI EMEA,New Logo,1 - Submitted,"EUR 152,000.00",2026-08-11
DR-2509,25/06/2026,Katharina Vogel,Lena Wirth,EMEA - DACH - Enterprise,Account 109 Ltd,Switzerland,Northbridge Data,New Logo,6 - Negotiation,"EUR 122,000.00",2026-09-08
DR-1402,2025-03-10,Niamh O'Connor,Priya Raman,UKI & Nordics,Account 202 GmbH,Finland,Computacenter,Renewal,Rejected - Duplicate,"EUR 186,000.00",2025-06-21
DR-2211,2026-03-02,Tom Whitfield,Dan Eriksen,UKI/Nordics,Account 211 GmbH,Norway,Computacenter,New Logo,0 - Closed Lost,"EUR 102,000.00",2026-06-30
DR-1691,2025-06-04,Lukas Brandt,Lena Wirth,DACH,Account 091 Group,Austria,Cancom,New Business,0 - Closed Lost,135000,2025-08-11
DR-2392,18 May 2026,Elena Castells,,EMEA - Southern Europe,Account 392 Group,Spain,Cancom,New Logo,3 - Discovery,"$87,000",2026-11-28
DR-2221,2026-03-11,Sigrid Halvorsen,Priya Raman,EMEA - UKI & Nordics - Commercial,Account 221 AB,Ireland,Softcat,New Logo,3 - Discovery,"$8,000",2026-09-25
DR-2248,2026-03-08,Julien Marchand,Paulo Neves,SEMEA,Account 248 SAS,Greece,Northbridge Data,Existing Business - Renewal,3 - Discovery,"$232,000",2026-04-03
DR-2503,09/06/2026,Katharina Vogel,,DACH,Account 103 GmbH,Switzerland,TD Synnex,New Logo,4 - Technical Validation,"$201,000",2026-12-21
DR-1857,2025-09-27,Katharina Vogel,,DACH,Account 257 Holdings,Germany,Ingram Micro,Competitive Migration,0 - Closed Lost,"EUR 221,000.00",2026-01-25
DR-1603,2025-05-16,Katharina Vogel,Tobias Frank,dach pod,Account 003 Group,Austria,Northbridge Data,Migration,0 - Closed Lost,"EUR 236,000.00",2025-07-26
DR-1581,2025-05-11,Sofia Almeida,Chiara Bruno,Iberia,Account 381 SpA,Israel,Bechtle AG,Existing Business - Renewal,Expired,179000,2025-11-03
DR-1276,2025-01-21,Tom Whitfield,Mollie Shaw,UKI & Nordics,Account 076 Holdings,Sweden,Softcat,New Business,7 - Closed Won,"$76,000",2025-04-10
DR-1466,2025-03-28,Lukas Brandt,Lena Wirth,EMEA - DACH - Enterprise,Account 266 AB,Switzerland,Northbridge Data,New Business,7 - Closed Won,146000,2025-04-27
DR-1449,2025-03-02,Julien Marchand,,EMEA - Southern Europe,Account 249 GmbH,Israel,SHI EMEA,Upsell,0 - Closed Lost,,2025-07-23
DR-1471,2025-03-19,Katharina Vogel,Lena Wirth,DACH,Account 271 Holdings,Germany,Computacenter,New Business,Rejected - Duplicate,141000,2025-07-25
DR-1222,2024-12-12,Niamh O'Connor,Mollie Shaw,EMEA - UKI & Nordics - Commercial,Account 022 SpA,Finland,SHI EMEA,New Business,Rejected - Duplicate,"$150,000",2025-05-14
DR-1856,2025-09-04,Katharina Vogel,,DACH,Account 256 AB,Austria,Econocom,Existing Business - Add-On,7 - Closed Won,,2025-10-10
DR-2363,15 May 2026,Callum Reid,Dan Eriksen,Nordics,Account 363 Holdings,Finland,TD Synnex,Upsell,6 - Negotiation,,2026-08-13
DR-2631,2025-03-27,Deal Reg Queue,,DACH,Queued Account 017,Germany,TD Synnex,New Business,1 - Submitted,,
DR-2545,2026-07-04,Marco Ferrari,Chiara Bruno,SEMEA,Account 145 Group,Spain,TD Synnex,Existing Business - Renewal,0 - Closed Lost,,2026-11-16
DR-2154,2026-02-17,Elena Castells,,Southern Europe,Account 154 Ltd,France,Ingram Micro,New Logo,7 - Closed Won,"$31,000",2026-03-15
DR-1084,16/09/2024,Katharina Vogel,Tobias Frank,dach pod,Account 284 Group,Germany,Computacenter,New Business,7 - Closed Won,"EUR 102,000.00",2024-11-18
DR-1401,2025-03-21,Sigrid Halvorsen,Priya Raman,,Account 201 AB,Sweden,Econocom,Renewal,7 - Closed Won,"EUR 225,000.00",2025-10-03
DR-2210,2026-03-13,Erik Lindqvist,Priya Raman,EMEA - UKI & Nordics - Commercial,Account 210 Holdings,United Kingdom,Northbridge Data,Renewal,3 - Discovery,46000,2026-09-21
DR-2110,2026-01-09,Katharina Vogel,Lena Wirth,EMEA - DACH - Enterprise,Account 110 SAS,Switzerland,Bechtle AG,New Logo,6 - Negotiation,,2026-04-14
DR-2433,11 May 2026,Katharina Vogel,Lena Wirth,EMEA - DACH - Enterprise,Account 033 GmbH,Switzerland,Arrow ECS,Add-On,2 - Approved,193000,2026-06-15
DR-2032,19 Dec 2025,Erik Lindqvist,Dan Eriksen,Nordics,Account 032 Group,Ireland,Arrow ECS,Upsell,0 - Closed Lost,"$53,000",2026-03-28
DR-1293,2025-01-04,Julien Marchand,Chiara Bruno,Southern Europe,Account 093 GmbH,Portugal,SHI EMEA,New Business,0 - Closed Lost,97000,2025-02-10
DR-1055,15/09/2024,Katharina Vogel,Tobias Frank,DACH,Account 255 SAS,Germany,TD Synnex,New Business,0 - Closed Lost,23000,2025-02-14
DR-1824,2025-09-15,Tom Whitfield,Priya Raman,EMEA - UKI & Nordics - Commercial,Account 224 SAS,United Kingdom,Cancom,Renewal,5 - Proposal,89000,2026-03-29
DR-2621,2026-01-27,Deal Reg Queue,,Southern Europe,Queued Account 007,Germany,Arrow ECS,New Business,1 - Submitted,,
DR-1343,05 Feb 2025,Sigrid Halvorsen,,UKI/Nordics,Account 143 GmbH,Denmark,Computacenter,Existing Business - Renewal,7 - Closed Won,145000,2025-08-22
DR-1237,2024-12-23,Marco Ferrari,Chiara Bruno,Iberia,Account 037 Holdings,Spain,Softcat,Upsell,0 - Closed Lost,"$169,000",2025-04-30
DR-2106,2026-01-24,Lukas Brandt,Lena Wirth,EMEA - DACH - Enterprise,Account 106 Group,Germany,Northbridge Data,New Logo,7 - Closed Won,"EUR 22,000.00",2026-04-13
DR-2494,18/06/2026,Sofia Almeida,,Iberia,Account 094 GmbH,Italy,Computacenter,Existing Business - Renewal,5 - Proposal,,2026-09-19
DR-2419,09 May 2026,Lukas Brandt,,EMEA - Other,Account 019 SpA,Switzerland,Softcat,Upsell,5 - Proposal,"$214,000",2026-08-12
DR-2089,2026-01-23,Marco Ferrari,Paulo Neves,EMEA - Southern Europe,Account 089 SpA,Greece,Econocom,New Logo,5 - Proposal,"EUR 150,000.00",2026-07-16
DR-2145,2026-02-10,Erik Lindqvist,Priya Raman,Nordics,Account 145 Holdings,Denmark,SHI EMEA,New Logo,7 - Closed Won,"$111,000",2026-04-18
DR-1816,2025-09-26,Aoife Brennan,Priya Raman,UKI & Nordics,Account 216 SpA,United Kingdom,Softcat,Add-On,7 - Closed Won,175000,2026-03-30
DR-1576,2025-05-07,Niamh O'Connor,Priya Raman,EMEA - UKI & Nordics - Commercial,Account 376 GmbH,Ireland,Arrow ECS,New Business,7 - Closed Won,"$17,000",2025-06-26
DR-1519,26/04/2025,Elena Castells,Paulo Neves,Southern Europe,Account 319 AB,Israel,Softcat,Existing Business - Renewal,0 - Closed Lost,50000,2025-08-31
DR-1017,04/09/2024,Tom Whitfield,,EMEA - UKI & Nordics - Commercial,Account 217 Group,United Kingdom,TD Synnex,New Business,0 - Closed Lost,"EUR 181,000.00",2024-10-11
DR-2593,2026-08-04,Julien Marchand,,Southern Europe,Account 193 Group,Italy,SHI EMEA,Competitive Migration,3 - Discovery,"EUR 122,000.00",2027-02-19
DR-2093,2026-01-12,Marco Ferrari,Paulo Neves,Southern Europe,Account 093 Holdings,France,Econocom,New Logo,6 - Negotiation,"EUR 216,000.00",2026-02-20
DR-1522,15/04/2025,Julien Marchand,,EMEA - Southern Europe,Account 322 AB,Italy,Econocom,Existing Business - Renewal,0 - Closed Lost,147000,2025-07-05
DR-1980,25/11/2025,Marco Ferrari,Paulo Neves,Iberia,Account 380 Holdings,Israel,SHI EMEA,Upsell,0 - Closed Lost,"EUR 85,000.00",2026-01-30
DR-2561,2026-07-24,Lukas Brandt,,dach pod,Account 161 SAS,Switzerland,Cancom,Add-On,1 - Submitted,94000,2026-11-13
DR-2672,2024-02-24,Lukas Brandt,Tobias Frank,DACH,Old Account 018,Germany,Bechtle AG,New Business,7 - Closed Won,120000,2024-09-30
DR-1854,2025-09-01,Lukas Brandt,Tobias Frank,DACH,Account 254 SpA,Germany,Northbridge Data,Renewal,0 - Closed Lost,"EUR 222,000.00",2026-01-06
DR-2222,2026-03-24,Erik Lindqvist,Mollie Shaw,Nordics,Account 222 SpA,Finland,Bechtle AG,Upsell,3 - Discovery,81000,2026-09-22
DR-2510,09/06/2026,Lukas Brandt,Lena Wirth,dach pod,Account 110 Ltd,Germany,Ingram Micro,New Logo,7 - Closed Won,"$97,000",2026-09-23
DR-1285,2025-01-28,Aoife Brennan,Mollie Shaw,UKI/Nordics,Account 085 AB,United Kingdom,Bechtle AG,New Business,0 - Closed Lost,"$213,000",2025-07-23
DR-1593,2025-05-08,Julien Marchand,,Iberia,Account 393 SAS,Portugal,SHI EMEA,New Business,3 - Discovery,"EUR 167,000.00",2025-06-02
DR-2012,22 Dec 2025,Aoife Brennan,Dan Eriksen,Nordics,Account 012 SpA,Norway,Cancom,Renewal,0 - Closed Lost,36000,2026-07-03
DR-1126,2024-10-22,Elena Castells,Chiara Bruno,Southern Europe,Account 326 AB,Italy,Bechtle AG,Existing Business - Add-On,0 - Closed Lost,"EUR 56,000.00",2025-03-27
DR-1812,2025-09-08,Sigrid Halvorsen,Mollie Shaw,Nordics,Account 212 Ltd,Norway,Bechtle AG,Existing Business - Renewal,7 - Closed Won,"EUR 120,000.00",2025-11-23
DR-2175,2026-02-20,Katharina Vogel,,DACH,Account 175 AB,Austria,Cancom,Existing Business - Add-On,0 - Closed Lost,"$83,000",2026-06-06
DR-2223,2026-03-20,Tom Whitfield,Dan Eriksen,,Account 223 Ltd,Norway,Northbridge Data,Migration,7 - Closed Won,189000,2026-08-04
DR-2448,21/06/2026,Erik Lindqvist,Mollie Shaw,EMEA - Other,Account 048 AB,United Kingdom,Northbridge Data,Upsell,,"$103,000",2026-10-09
DR-1457,2025-03-22,Katharina Vogel,Lena Wirth,EMEA - DACH - Enterprise,Account 257 SAS,Switzerland,Softcat,New Business,7 - Closed Won,"EUR 131,000.00",2025-06-28
DR-1450,2025-03-24,Lukas Brandt,Lena Wirth,EMEA - DACH - Enterprise,Account 250 SAS,Switzerland,Cancom,New Business,7 - Closed Won,221000,2025-05-11
DR-1310,2025-01-05,Jonas Richter,,EMEA - DACH - Enterprise,Account 110 AB,Germany,TD Synnex,New Business,7 - Closed Won,"$148,000",2025-06-03
DR-1925,2025-10-17,Nadia Keller,,dach pod,Account 325 GmbH,Switzerland,TD Synnex,New Business,1 - Submitted,137000,2026-04-19
DR-2241,2026-03-08,Julien Marchand,Chiara Bruno,EMEA - Southern Europe,Account 241 Holdings,Greece,Arrow ECS,Existing Business - Renewal,4 - Technical Validation,82000,2026-07-23
DR-1617,2025-05-16,Nadia Keller,,DACH,Account 017 AB,Germany,TD Synnex,Renewal,7 - Closed Won,"$218,000",2025-11-03
DR-2548,2026-07-13,Elena Castells,Chiara Bruno,SEMEA,Account 148 Ltd,Italy,Bechtle AG,Renewal,5 - Proposal,109000,2026-09-22
DR-1301,2025-01-17,Marco Ferrari,Paulo Neves,EMEA - Southern Europe,Account 101 Group,Greece,Cancom,New Business,Expired,"EUR 166,000.00",2025-03-19
DR-1168,2024-11-26,Sigrid Halvorsen,Dan Eriksen,EMEA - UKI & Nordics - Commercial,Account 368 GmbH,Denmark,Northbridge Data,Existing Business - Add-On,Rejected - Duplicate,33000,2025-02-12
DR-1489,18/04/2025,Sigrid Halvorsen,Dan Eriksen,Nordics,Account 289 Holdings,Norway,Econocom,Upsell,0 - Closed Lost,,2025-05-22
DR-1562,2025-05-17,Callum Reid,Dan Eriksen,EMEA - UKI & Nordics - Commercial,Account 362 SpA,Denmark,Ingram Micro,Existing Business - Add-On,7 - Closed Won,"EUR 56,000.00",2025-10-27
